provider,page_type,url,html_tag,text,scraped_at
Sezzle,homepage,https://sezzle.com/,p,"Wherever you shop, Sezzle fits right in with interest-freeÂ¹ pay later options and app-exclusive perks.",2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,Use Sezzle at thousands of stores or create a virtual card to shop anywhere you love. Start Shopping >,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,"Compare prices, find deals, and earn titles spent with the exclusive app only perks. Discover Perks >",2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,"From checkout to payoff, Sezzle puts you in control of how you pay. Manage Payments >",2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,Get exclusive access and deals at the top brands you already know & love.,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,Hotels.com Buy Now Pay Later,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,Walmart Buy Now Pay Later,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,DoorDash Buy Now Pay Later,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,Carnival Cruise Lines Buy Now Pay Later,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,"Download the Sezzle app, set up the Virtual Card, and start paying later at top brands like Amazon, Target, & Walmart.Â²",2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,"Financial freedom is a right, not a privilege. Weâre here to help you achieve financial freedom and take control over your finances so you can build your future.",2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,span,Experience More in The Sezzle App. Rated 4.8 stars on 210+ ratings with other 11.9M app downloads.,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,span,Use Sezzle at thousands of stores or create a virtual card to shop anywhere you love.,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,span,"Compare prices, find deals, and earn titles spent with the exclusive app only perks.",2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,span,"From checkout to payoff, Sezzle puts you in control of how you pay.",2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,span,Trusted by Millions of Shoppers,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,span,Get the Best Experience. Download the Sezzle App. Get the App.,2026-05-20T20:12:26.923263
Sezzle,how_it_works,https://sezzle.com/how-it-works,h2,Payment Plans that Work for You,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,h2,Enhance Your Sezzle Experience,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,"Shop your favorite stores and split your purchase with flexible, interest-free payments.Â¹",2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,"Whether itâs 4 payments over 6 weeks or monthly paymentsÂ¹ for bigger ticket items, Sezzle gives you the flexibility that fits your needs.",2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,"Pay 50% at time of purchase, then 50% 2 weeks later. No interest.Â¹",2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,Our traditional option splits your purchase total into 4 payments over 6 weeks. No interest.Â¹,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,For larger purchases you can split between 3â48 months. Subject to approval.Â¹,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,"Discover the premiere benefits that make Sezzle one of the best buy now, pay later solutions.",2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,Get exclusive access and deals at the top brands you already know & love.,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,Hotels.com Buy Now Pay Later,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,Walmart Buy Now Pay Later,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,DoorDash Buy Now Pay Later,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,p,Carnival Cruise Lines Buy Now Pay Later,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,span,Sezzle Premium. Get access to over 350 of the biggest brands when you sign up for Sezzle Premium.,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,span,Introducing Sezzle Anywhere. Pay in 4 Anywhere You Need It. Sezzle Anywhere. Use Sezzle anywhere that Visa is accepted with your Sezzle Virtual Card.,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,span,Trusted by Millions of Shoppers,2026-05-20T20:12:30.390100
Sezzle,how_it_works,https://sezzle.com/how-it-works,span,Get the Best Experience. Download the Sezzle App. Get the App.,2026-05-20T20:12:30.390100
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h1,"Buy now, pay later with PayPal",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h2,Purchase in store. Pay Monthly.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h2,Pay in installments your way,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h2,"How to buy now, pay later:",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h2,Compare our flexible options,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h2,Frequently asked questions,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h2,Discover more ways to pay,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,Pay over time with no late fees,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,Available at millions of stores,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,No impact to your credit with Pay in 4,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,Peace of mind is built in,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,How to Pay Later with PayPal,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,How to make a Pay Later payment,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,How to use rewards and Pay Later with PayPal,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,Who accepts PayPal Pay in 4?,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,Is a credit check required when applying for PayPal Pay Later offers?,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,Does Pay in 4 or Pay Monthly charge interest and fees?,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,Can I pay off my Pay Monthly loan early?,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,h3,"Why use buy now, pay later (BNPL)?",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Buy what you love. Break up your payments over weeks or months.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Pay in 4 1 or Pay Monthly. 2 You decide.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Conveniently pay later online and in stores.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Apply for our Pay in 4 option without impacting your credit score.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Enjoy Purchase Protection 3 on your eligible items.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Buy an item in store you’d like to purchase now but would prefer to pay for over time.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"Split your purchase into 4 interest-free, bi-weekly payments. 1",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"Purchases from $30 to $1,500",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,First payment due at time of purchase. Three interest-free payments after.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"Enjoy the flexibility of 3, 6, 12, or 24-month payment plans with $0 down. 2",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"Purchases from $49 to $10,000",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,$0 down at checkout with varying interest rates,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Available online and in store,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Find PayPal Pay Later options at millions of online stores.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,You choose how you’ll pay.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Find out if you’re approved in seconds. Then pick the plan that works best for you.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Do it securely in the app or online with the ease of autopay.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"Pay in 4 is available to use at millions of online merchant sites where PayPal is accepted. Check out a list of some of the available brands here , search for your favorite brand, if available, save the deal, and create your own list. Transactions can be made in all currencies that PayPal supports, not just USD. For transactions not in USD, PayPal will automatically convert the transaction amount to USD at checkout before you apply for Pay in 4.",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"When applying for PayPal Pay in 4, a soft credit check may be needed, but will not affect your credit score. You must be 18 years old or older when applying for Pay Later.",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"Pay in 4 is always interest-free, with no late fees or sign-up fees. With Pay Monthly, you will pay a fixed interest rate, which varies based on your credit, and you won't pay any late fees or sign-up fees.",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,Yes. You can view your Pay Monthly remaining balance in the PayPal app by clicking Pay Later. There you can make additional payments as desired or pay off the loan in full at any time and you won’t be charged a fee or penalty if you do so.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,"Buy now, pay later solutions are excellent options if you want to make purchases more manageable by paying them off over time. Get what you want right away and break the payments up over weeks or months.",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,p,It’s your do-it-all digital wallet. Load up on rewards before you shop. Track your packages. And manage it all on the go.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,span,Pay in 4 is available to use at millions of online merchant sites where PayPal is accepted. Check out a list of some of the available brands,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,span,", search for your favorite brand, if available, save the deal, and create your own list. Transactions can be made in all currencies that PayPal supports, not just USD. For transactions not in USD, PayPal will automatically convert the transaction amount to USD at checkout before you apply for Pay in 4.",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,span,"Pay in 4 is available to consumers upon approval for purchases of $30 to $1,500. Pay in 4 is currently not available to residents of MO. Offer availability depends on the merchant and also may not be available for certain recurring, subscription services. When applying, a soft credit check may be needed, but will not affect your credit score. You must be 18 years old or older to apply.: The lender for Pay in 4 is PayPal, Inc. (NMLS# 910457). Loans to CA residents are made or arranged pursuant to a CA Financing Law License. RI Small Loan Lender Licensee. NM residents:",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,span,"Pay Monthly is a consumer loan, and is subject to consumer credit approval and eligibility. In store single-use card is valid for one purchase and must be used within 24 hours of loan approval. Fixed APR is 9.99-35.99%. Terms and rates vary based on purchase amount and your credit. For example, a $200 purchase can be paid at 26% APR in 3 monthly payments ($69.56/mo.; $8.68 interest; $208.68 total of payments) . A $600 purchase can be paid at 26% APR in 6 monthly payments ($107.76/mo.; $46.57 interest; $646.57 total of payments) or 12 monthly payments ($57.33/mo.; $88.01 interest; $688.01 total of payments). A $1,500 purchase can be paid at 26% APR in 24 monthly payments ($80.77/mo; $438.47 interest; $1,938.47 total of payments). Payments may change based on shipping, taxes, updates to your purchase, or missed payments. Availability depends on the merchant and may not be available for subscriptions or recurring payments. Pay Monthly is currently not available to residents of AK, CT, HI or WA. You must be 18 years old or older to apply. Missed payments may have an impact on your credit score. The lender for Pay Monthly is WebBank. Marketing and program management by PayPal, Inc. (NMLS # 910457).: RI Loan Broker Licensee. VT Loan Solicitation Licensee. VT residents: THIS IS A LOAN SOLICITATION ONLY. PAYPAL, INC. IS NOT THE LENDER. INFORMATION RECEIVED WILL BE SHARED WITH ONE OR MORE THIRD PARTIES IN CONNECTION WITH YOUR LOAN INQUIRY. THE LENDER MAY NOT BE SUBJECT TO ALL VERMONT LENDING LAWS. THE LENDER MAY BE SUBJECT TO FEDERAL LENDING LAWS. Servicing by Bill Me Later, Inc. (NMLS#2296861).",2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,span,PayPal Purchase Protection is available on eligible transactions.,2026-05-20T20:12:36.689066
PayPal,homepage,https://www.paypal.com/us/digital-wallet/ways-to-pay/buy-now-pay-later,a,Terms and limitations apply,2026-05-20T20:12:36.689066
PayPal,how_it_works,https://www.paypal.com/us/webapps/mpp/paypal-instalments,ERROR,FETCH_FAILED,2026-05-20T20:12:41.138213
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,h1,I'm not receiving the SMS or text to confirm my identity. What should I do?,2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,h4,"If you accept cookies, we’ll use them to improve and customize your experience and enable our partners to show you personalized PayPal ads when you visit other sites. Manage cookies and learn more",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,p,"If you are not receiving a text from us, you may want to try re-adding your phone number to your account. If you have more than one phone number added to your PayPal account, you can select the phone number you would like to receive the text. If you no longer have the phone number listed on your PayPal account, add your current number.",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,p,"Here’s how to add, change or remove a phone number on the PayPal website:",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,p,"To add, change, or remove a phone number on the app:",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,p,"If you’re not receiving texts from us after re-adding your phone number, contact your mobile phone carrier and ask them to turn on short-code text messaging. Depending on the transaction/activity we will send you one of 2 texts. We may send you a text asking you to confirm your activity (by replying 1 for yes or 2 for no) or, we will send a text with a 6-digit code that you will need to enter on the screen. The code is in the body of the text and not the 725-729 from PayPal number.",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,p,"This code expires after 5-10 minutes. If you missed the timeframe, click Resend if the option is available or click Try another way.",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,li,In the Phone Numbers section:,2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,li,Click + Add New to add a new phone number. Enter the details then click Add phone number . (Remember to confirm it).,2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,li,"To edit your phone number, click Change next to the number. Make your edits, then click Update Number.",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,li,"To remove a phone number, click Remove beside the number. (You can only remove a phone number if you have at least two added to your PayPal account.)",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,li,"To add a new phone number, tap + Add a phone number , enter the number, and tap Add .",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,li,"To edit a phone number, tap the number, make your edits, then tap Done .",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,li,"To remove a phone number, tap the number, scroll down, and tap Remove . (You can only remove a phone number if you have at least two added to your PayPal account.)",2026-05-20T20:12:45.256913
PayPal,faq,https://www.paypal.com/us/cshelp/article/what-is-pay-later-and-how-does-it-work-help267,a,Manage cookies and learn more,2026-05-20T20:12:45.256913
