weight,B2,BNPL1,EF1,EF3_f,EF7,B0_a,B0_b,B0_c,ppagecat,ppgender,ppinc7,educ_4cat,BNPL1_bin,B0_a_r,B0_b_r,B0_c_r,B2_r,EF1_r,EF3_f_r,EF7_r,VULN_PCA1
0.5945,Doing okay,Yes,Yes,No,"$2,000 or more",Not at all,Somewhat,Somewhat,65-74,Female,"$25,000 to $49,999",Some college/technical or associates degree,1,4,2,2,1,0,0,0,-0.574710554192927
0.596,Finding it difficult to get by,No,No,No,Under $100,Completely,Not at all,Completely,45-54,Male,"$25,000 to $49,999",High school degree or GED,0,0,0,4,3,1,0,4,1.4552385903972997
0.7659,Living comfortably,No,No,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,1,0,0,-1.072286646394129
0.7659,Doing okay,No,No,No,"$2,000 or more",Somewhat,Very well,Somewhat,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,2,3,2,1,1,0,0,0.2919443932249046
0.7875,Finding it difficult to get by,Yes,No,No,Under $100,Completely,Somewhat,Completely,45-54,Male,"$25,000 to $49,999",Some college/technical or associates degree,1,0,2,4,3,1,0,4,1.7724471027713098
0.9862,Just getting by,Yes,Yes,No,"$2,000 or more",Very little,Somewhat,Somewhat,65-74,Male,"$150,000 or more",Some college/technical or associates degree,1,3,2,2,2,0,0,0,-0.17137116602019792
1.3678,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Female,"$150,000 or more",Some college/technical or associates degree,0,4,0,0,1,0,0,0,-1.2079879651626448
0.8626,Just getting by,Yes,No,No,Under $100,Very well,Very well,Very well,35-44,Female,"$10,000 to $24,999",High school degree or GED,1,1,3,3,2,1,0,4,1.3696775214877317
0.8579,Just getting by,No,No,No,Under $100,Completely,Completely,Completely,65-74,Female,"$10,000 to $24,999",High school degree or GED,0,0,4,4,2,1,0,4,1.8553262112621725
0.9968,Living comfortably,No,No,No,"$2,000 or more",Not at all,Very little,Very little,65-74,Female,"$150,000 or more",Bachelor's degree or more,0,4,1,1,0,1,0,0,-0.75564794090927
0.6936,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Not at all,75+,Male,"$150,000 or more",Bachelor's degree or more,0,2,1,0,0,0,0,0,-0.9456931442796235
0.8764,Just getting by,Yes,No,No,Under $100,Somewhat,Very little,Somewhat,65-74,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,2,1,2,2,1,0,4,0.7254245755262863
1.2709,Doing okay,No,No,No,"$1,000 to $1,999",Completely,Very well,Completely,25-34,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,0,3,4,1,1,0,1,1.0751230830978369
0.7316,Just getting by,Yes,No,No,Under $100,Somewhat,Somewhat,Somewhat,55-64,Female,"$25,000 to $49,999",Some college/technical or associates degree,1,2,2,2,2,1,0,4,0.8840288317132913
0.8836,Just getting by,No,No,No,$100 to $499,Somewhat,Completely,Completely,55-64,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,4,4,2,1,0,3,1.3882164199849478
0.8499,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
1.5106,Doing okay,No,No,No,$100 to $499,Somewhat,Very well,Very well,65-74,Female,"$25,000 to $49,999",Less than a high school degree,0,2,3,3,1,1,0,3,0.8372483106169417
2.6783,Doing okay,No,No,No,$100 to $499,Not at all,Not at all,Not at all,18-24,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,4,0,0,1,1,0,3,-0.4506877744167983
0.7905,Doing okay,No,No,No,$100 to $499,Completely,Completely,Completely,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,0,4,4,1,1,0,3,1.4919069846809643
0.5821,Doing okay,No,Yes,No,"$1,000 to $1,999",Not at all,Very well,Very well,55-64,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,3,3,1,0,0,1,-0.12898202601000708
1.2123,Just getting by,Yes,No,No,Under $100,Very well,Very well,Completely,25-34,Female,"$100,000 to $149,999",Some college/technical or associates degree,1,1,3,4,2,1,0,4,1.5277119707855857
1.1491,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
1.3582,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.6324,Living comfortably,No,No,No,"$2,000 or more",Very well,Somewhat,Very well,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,1,2,3,0,1,0,0,0.22605516674218792
0.9386,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0184,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.1986,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very little,25-34,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,2,1,1,0,0,0,-0.5637350192011992
0.835,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,55-64,Female,"$150,000 or more",Some college/technical or associates degree,0,3,1,2,1,0,0,0,-0.5643048260903503
0.7627,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Somewhat,Somewhat,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,2,2,0,0,0,0,-0.8090399580760742
1.0097,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Very little,65-74,Male,"$150,000 or more",Some college/technical or associates degree,0,2,1,1,0,0,0,0,-0.7876586949817695
1.2861,Just getting by,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,45-54,Female,"Less than $10,000",High school degree or GED,0,2,2,2,2,1,0,4,0.8840288317132913
0.5962,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
0.4305,Living comfortably,No,Yes,No,$100 to $499,Somewhat,Somewhat,Very little,65-74,Male,"$25,000 to $49,999",Bachelor's degree or more,0,2,2,1,0,0,0,3,-0.24178497070058141
0.71,Just getting by,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,65-74,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,2,1,0,1,0.49675936361910805
1.051,Doing okay,No,No,No,$100 to $499,Somewhat,Very little,Somewhat,25-34,Female,"$25,000 to $49,999",High school degree or GED,0,2,1,2,1,1,0,3,0.3620053489450778
0.7856,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Very well,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,3,1,1,0,1,0.4204644090338145
1.2595,Finding it difficult to get by,Yes,No,No,Under $100,Not at all,Very well,Not at all,25-34,Female,"$25,000 to $49,999",Less than a high school degree,1,4,3,0,3,1,0,4,0.6228736246085723
1.0899,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,65-74,Female,"$150,000 or more",Some college/technical or associates degree,0,3,1,1,0,0,0,0,-0.9566686792713515
1.1553,Doing okay,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,25-34,Female,"$50,000 to $74,999",High school degree or GED,0,2,2,2,1,1,0,4,0.6496994278301439
1.242,Just getting by,No,No,No,Under $100,Not at all,Very well,Very well,18-24,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,4,3,3,2,1,0,4,0.8626475686189865
0.4459,Doing okay,No,No,No,"$2,000 or more",Very little,Somewhat,Somewhat,25-34,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,3,2,2,1,1,0,0,-0.0356698472516822
0.9646,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Very well,Somewhat,25-34,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,2,3,2,1,0,0,1,0.05100349327130268
0.9912,Finding it difficult to get by,No,No,No,Under $100,Completely,Completely,Completely,25-34,Male,"$10,000 to $24,999",High school degree or GED,0,0,4,4,3,1,0,4,2.08965561514532
0.9544,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,55-64,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,4,0,2,0,0,0,0,-1.1262484704500844
0.62,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.8499,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.2435,Doing okay,No,Yes,No,$100 to $499,Somewhat,Somewhat,Completely,35-44,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,2,2,4,1,0,0,3,0.4666477810761275
0.7533,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very little,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,2,1,0,0,0,0,-0.7980644230843463
0.8499,Living comfortably,No,No,No,"$2,000 or more",Very little,Not at all,Very little,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,1,0,1,0,0,-0.7452422128066932
0.6604,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.2411,Doing okay,No,No,No,Under $100,Not at all,Somewhat,Very well,75+,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,4,2,3,1,1,0,4,0.46971390854883416
0.8049,Living comfortably,Yes,Yes,No,"$2,000 or more",Not at all,Very well,Very little,75+,Female,"$100,000 to $149,999",Bachelor's degree or more,1,4,3,1,0,0,0,0,-0.8084701511869231
1.0543,Doing okay,Yes,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,65-74,Female,"$150,000 or more",Bachelor's degree or more,1,3,1,2,1,0,0,0,-0.5643048260903503
0.898,Doing okay,Yes,No,No,$100 to $499,Completely,Completely,Very well,25-34,Female,"$25,000 to $49,999",Some college/technical or associates degree,1,0,4,3,1,1,0,3,1.3338725353831105
1.2029,Doing okay,No,No,No,"$1,000 to $1,999",Very little,Somewhat,Somewhat,25-34,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,2,2,1,1,0,1,0.09341997544637887
1.8875,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,45-54,Male,"$100,000 to $149,999",High school degree or GED,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0501,Doing okay,No,Yes,No,$500 to $999,Not at all,Not at all,Not at all,25-34,Female,"$50,000 to $74,999",Bachelor's degree or more,0,4,0,0,1,0,0,2,-0.9498083197665225
0.9328,Doing okay,Yes,No,No,"$2,000 or more",Very little,Very little,Somewhat,25-34,Male,"$150,000 or more",Bachelor's degree or more,1,3,1,2,1,1,0,0,-0.1942741034386872
0.7533,Living comfortably,No,No,No,"$2,000 or more",Not at all,Not at all,Very little,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,1,0,1,0,0,-0.914252197096275
0.5721,Just getting by,No,No,No,$100 to $499,Very little,Completely,Very little,55-64,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,3,4,1,2,1,0,3,0.7451030878018046
0.8304,Just getting by,No,No,No,Under $100,Completely,Completely,Completely,25-34,Female,"$25,000 to $49,999",Bachelor's degree or more,0,0,4,4,2,1,0,4,1.8553262112621725
0.9474,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.7489,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Very little,Completely,55-64,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,2,1,4,1,0,0,1,0.0498638794930003
0.9372,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Very well,25-34,Female,"$75,000 to $99,999",Bachelor's degree or more,0,2,1,3,1,0,0,0,-0.23726039250291464
1.184,Living comfortably,Yes,No,No,"$1,000 to $1,999",Very little,Very well,Very little,25-34,Female,"$100,000 to $149,999",Some college/technical or associates degree,1,3,3,1,0,1,0,1,-0.14033962154761725
0.9568,Living comfortably,No,No,No,"$2,000 or more",Very little,Somewhat,Somewhat,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,3,2,2,0,1,0,0,-0.2699992511348296
0.9165,Finding it difficult to get by,No,No,No,Under $100,Very little,Somewhat,Very little,25-34,Female,"$25,000 to $49,999",Bachelor's degree or more,0,3,2,1,3,1,0,4,0.7913138020090029
1.0352,Doing okay,No,No,No,"$2,000 or more",Not at all,Somewhat,Very little,18-24,Male,"$25,000 to $49,999",Bachelor's degree or more,0,4,2,1,1,1,0,0,-0.3627142808391179
0.8498,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,2,0,0,0,0,-1.1262484704500844
1.0999,Just getting by,No,No,No,$100 to $499,Somewhat,Very well,Very well,25-34,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,3,3,2,1,0,3,1.071577714500089
1.4522,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Very well,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,4,1,3,0,0,0,0,-0.8096097649652254
1.3591,Doing okay,Yes,No,No,$500 to $999,Not at all,Very little,Somewhat,45-54,Female,"$50,000 to $74,999",High school degree or GED,1,4,1,2,1,1,0,2,-0.10510444233214682
1.1878,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,45-54,Female,"$100,000 to $149,999",High school degree or GED,0,3,0,1,0,0,0,0,-1.1152729354583564
0.9328,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Not at all,Not at all,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,2,0,0,0,0,0,0,-1.1042974004666286
0.8026,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$75,000 to $99,999",High school degree or GED,0,4,0,0,0,0,0,0,-1.4423173690457922
0.9458,Just getting by,No,No,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,55-64,Female,"$10,000 to $24,999",High school degree or GED,0,2,2,2,2,1,0,0,0.367669540921047
0.8454,Just getting by,Yes,Yes,No,$500 to $999,Somewhat,Very well,Completely,18-24,Male,"$50,000 to $74,999",Bachelor's degree or more,1,2,3,4,2,0,0,2,0.7304916184482189
0.8283,Finding it difficult to get by,No,No,No,Under $100,Completely,Completely,Completely,18-24,Male,"$10,000 to $24,999",Some college/technical or associates degree,0,0,4,4,3,1,0,4,2.08965561514532
1.5398,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Not at all,Very little,25-34,Female,"$150,000 or more",Some college/technical or associates degree,0,2,0,1,0,0,0,0,-0.9462629511687747
1.0174,Doing okay,Yes,No,No,$500 to $999,Somewhat,Very well,Somewhat,55-64,Female,"$75,000 to $99,999",Some college/technical or associates degree,1,2,3,2,1,1,0,2,0.5501240386210269
0.8499,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Somewhat,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,2,0,0,0,0,-0.9572384861605026
0.9303,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,35-44,Female,"$50,000 to $74,999",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.6324,Living comfortably,No,No,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,1,0,0,-1.072286646394129
0.6936,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.9386,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Not at all,Somewhat,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,2,0,2,1,0,0,1,-0.4248092752897124
1.1589,Just getting by,No,Yes,No,"$1,000 to $1,999",Not at all,Very well,Somewhat,55-64,Male,"$75,000 to $99,999",High school degree or GED,0,4,3,2,2,0,0,1,-0.05268707142471359
1.1567,Doing okay,Yes,Yes,No,$500 to $999,Not at all,Not at all,Not at all,35-44,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,4,0,0,1,0,0,2,-0.9498083197665225
1.2076,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,65-74,Female,"$150,000 or more",High school degree or GED,0,4,0,1,0,0,0,0,-1.2842829197479382
1.1906,Just getting by,No,No,No,Under $100,Not at all,Not at all,Not at all,35-44,Male,"Less than $10,000",Less than a high school degree,0,4,0,0,2,1,0,4,-0.08726854783558999
0.9916,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Very well,25-34,Female,"$50,000 to $74,999",Bachelor's degree or more,0,2,2,3,1,1,0,3,0.6786440544299367
0.9672,Doing okay,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,55-64,Female,"$50,000 to $74,999",High school degree or GED,0,3,0,1,1,0,0,0,-0.880943531575209
1.5224,Doing okay,No,No,No,$500 to $999,Not at all,Somewhat,Very little,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,4,2,1,1,1,0,2,-0.10453463544299568
2.2623,Doing okay,No,No,No,$100 to $499,Completely,Somewhat,Completely,18-24,Male,"$100,000 to $149,999",Less than a high school degree,0,0,2,4,1,1,0,3,1.174698472306954
0.9332,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,25-34,Female,"$75,000 to $99,999",Bachelor's degree or more,0,2,2,2,1,0,0,0,-0.23669058561376344
0.6839,Just getting by,No,Yes,No,Under $100,Somewhat,Very well,Completely,35-44,Male,"$10,000 to $24,999",High school degree or GED,0,2,3,4,2,0,0,4,0.9886712638443409
1.6464,Finding it difficult to get by,No,No,No,Under $100,Very well,Very little,Completely,18-24,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,1,1,4,3,1,0,4,1.4448328622947229
0.8605,Living comfortably,No,Yes,No,$500 to $999,Very little,Very little,Very little,55-64,Female,"$75,000 to $99,999",Bachelor's degree or more,0,3,1,1,0,0,0,2,-0.6984890338752292
1.0461,Doing okay,No,No,No,Under $100,Not at all,Not at all,Not at all,35-44,Male,"Less than $10,000",Less than a high school degree,0,4,0,0,1,1,0,4,-0.32159795171873723
0.9328,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Very little,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,2,1,1,1,0,0,0,-0.5533292910986224
1.5154,Just getting by,No,No,No,Under $100,Very little,Somewhat,Somewhat,25-34,Male,"$25,000 to $49,999",Bachelor's degree or more,0,3,2,2,2,1,0,4,0.7150188474237094
1.5825,Doing okay,No,No,No,Under $100,Completely,Very well,Somewhat,18-24,Male,"Less than $10,000",High school degree or GED,0,0,3,2,1,1,0,4,1.1463236525963125
0.4693,Just getting by,Yes,No,No,$100 to $499,Completely,Completely,Completely,75+,Female,"Less than $10,000",Some college/technical or associates degree,1,0,4,4,2,1,0,3,1.7262363885641117
1.2386,Doing okay,No,Yes,No,"$1,000 to $1,999",Very little,Somewhat,Very well,35-44,Male,"$50,000 to $74,999",High school degree or GED,0,3,2,3,1,0,0,1,-0.11857629790743032
1.1864,Just getting by,Yes,No,No,Under $100,Completely,Completely,Completely,35-44,Male,"$25,000 to $49,999",High school degree or GED,1,0,4,4,2,1,0,4,1.8553262112621725
0.8672,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very little,Somewhat,25-34,Female,"$25,000 to $49,999",Bachelor's degree or more,0,4,1,2,1,0,0,0,-0.733314810379932
0.6324,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,1,0,0,0,0,-1.1152729354583564
1.0473,Living comfortably,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Very well,35-44,Female,"$50,000 to $74,999",Bachelor's degree or more,0,2,2,3,0,1,0,1,0.1861350051506672
1.2353,Finding it difficult to get by,No,No,No,Under $100,Completely,Completely,Completely,35-44,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,0,4,4,3,1,0,4,2.08965561514532
0.9415,Just getting by,No,No,No,Under $100,Completely,Completely,Completely,25-34,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,0,4,4,2,1,0,4,1.8553262112621725
1.0249,Doing okay,No,No,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,25-34,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,2,2,2,1,1,0,0,0.1333401370378996
1.8537,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
1.7452,Just getting by,No,No,No,Under $100,Completely,Very little,Completely,25-34,Female,"$10,000 to $24,999",Less than a high school degree,0,0,1,4,2,1,0,4,1.3795134427011575
0.9568,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,3,1,0,0,0,-0.0786561363159096
1.4288,Just getting by,No,Yes,No,"$2,000 or more",Completely,Completely,Completely,25-34,Male,"$150,000 or more",Some college/technical or associates degree,0,0,4,4,2,0,0,0,0.9689361978182652
0.6324,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very well,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,3,0,0,0,0,0,-0.9665046004847769
0.8499,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
0.9712,Just getting by,No,No,No,Under $100,Very well,Very well,Very well,25-34,Male,"$25,000 to $49,999",Bachelor's degree or more,0,1,3,3,2,1,0,4,1.3696775214877317
0.9776,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,1,0,0,0,0,0,-1.283713112858787
1.1754,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,45-54,Female,"$150,000 or more",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
1.3523,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Somewhat,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,4,1,2,0,0,0,0,-0.9676442142630793
0.7631,Finding it difficult to get by,No,No,No,Under $100,Completely,Not at all,Completely,55-64,Female,"$25,000 to $49,999",High school degree or GED,0,0,0,4,3,1,0,4,1.4552385903972997
0.8589,Living comfortably,No,Yes,No,$500 to $999,Very well,Very well,Completely,25-34,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,1,3,4,0,0,0,2,0.4308427949715059
0.6161,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,0,0,0,0,0,-1.1147031285692053
0.6682,Finding it difficult to get by,No,No,No,$100 to $499,Completely,Somewhat,Completely,45-54,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,0,2,4,3,1,0,3,1.6433572800732488
1.6033,Living comfortably,No,Yes,No,$500 to $999,Not at all,Not at all,Not at all,25-34,Male,"$150,000 or more",Some college/technical or associates degree,0,4,0,0,0,0,0,2,-1.1841377236496702
1.5367,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Not at all,Somewhat,35-44,Female,"$100,000 to $149,999",Bachelor's degree or more,0,2,0,2,0,0,0,0,-0.7882285018709208
1.9028,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,4,1,1,1,0,0,0,-0.8913492596777858
2.212,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",High school degree or GED,0,4,0,0,0,0,0,0,-1.4423173690457922
1.3273,Just getting by,Yes,No,No,$500 to $999,Somewhat,Somewhat,Very well,55-64,Female,"$150,000 or more",Bachelor's degree or more,1,2,2,3,2,1,0,2,0.783883635615023
1.0336,Just getting by,Yes,No,No,Under $100,Completely,Completely,Completely,25-34,Female,"$25,000 to $49,999",Some college/technical or associates degree,1,0,4,4,2,1,0,4,1.8553262112621725
0.7347,Just getting by,No,No,No,Under $100,Completely,Completely,Completely,25-34,Female,"Less than $10,000",Some college/technical or associates degree,0,0,4,4,2,1,0,4,1.8553262112621725
1.1379,Doing okay,No,No,No,Under $100,Not at all,Not at all,Not at all,45-54,Male,"$25,000 to $49,999",High school degree or GED,0,4,0,0,1,1,0,4,-0.32159795171873723
0.8638,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,1,2,0,0,0,0,-0.7986342299734975
1.1908,Doing okay,No,Yes,No,$500 to $999,Somewhat,Somewhat,Somewhat,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,2,1,0,0,2,0.021489059782358724
2.0625,Doing okay,No,No,No,Under $100,Completely,Completely,Completely,25-34,Male,"$25,000 to $49,999",High school degree or GED,0,0,4,4,1,1,0,4,1.6209968073790253
1.242,Doing okay,Yes,No,No,Under $100,Completely,Completely,Very well,18-24,Female,"$75,000 to $99,999",Some college/technical or associates degree,1,0,4,3,1,1,0,4,1.4629623580811713
0.4755,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very well,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,3,2,3,1,0,0,0,-0.2476661206054914
2.5636,Doing okay,Yes,No,No,$100 to $499,Very well,Somewhat,Somewhat,25-34,Female,"$50,000 to $74,999",Bachelor's degree or more,1,1,2,2,1,1,0,3,0.6896195894216647
0.852,Just getting by,No,No,No,Under $100,Somewhat,Very well,Very well,35-44,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,2,3,3,2,1,0,4,1.2006675371981501
0.5421,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,45-54,Male,"$75,000 to $99,999",Bachelor's degree or more,0,2,2,2,1,1,0,2,0.3915197824340217
0.712,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,75+,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,4,0,1,0,0,0,0,-1.2842829197479382
0.9848,Finding it difficult to get by,No,No,No,$100 to $499,Somewhat,Somewhat,Very well,18-24,Male,"Less than $10,000",High school degree or GED,0,2,2,3,3,1,0,3,1.1473028621962316
1.1543,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Not at all,55-64,Female,"$50,000 to $74,999",Less than a high school degree,0,3,0,0,0,0,0,0,-1.2733073847562104
0.5085,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,35-44,Male,"$25,000 to $49,999",Bachelor's degree or more,0,2,2,2,1,1,0,1,0.2624299597359606
1.0637,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Somewhat,55-64,Male,"$75,000 to $99,999",High school degree or GED,0,3,0,2,0,0,0,0,-0.9572384861605026
